Election Year,Total Votes,Municipality,PA Senate Candidate,PA Senate Candidate Party,PA Senate District Prop,PA Senate Office Prop,PA Senate Office Votes,PA Senate Precinct Prop,PA Senate Precinct Votes,POTUS Candidate,POTUS Candidate Party,POTUS District Prop,POTUS Office Prop,POTUS Office Votes,POTUS Precinct Prop,POTUS Precinct Votes,Precinct,Total Turnout,US Senate Candidate,US Senate Candidate Party,US Senate District Prop,US Senate Office Prop,US Senate Office Votes,US Senate Precinct Prop,US Senate Precinct Votes,GEOID
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Gary Johnson,L,0.202942669,2.38,4367,1.298701299,12,Irwin Borough Ward 3,80.56,Pat Toomey,R,1.819105691,59.55,107532,11.43769968,179,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Hillary Clinton,D,1.843395907,32.52,59669,11.7965368,109,Irwin Borough Ward 3,80.56,Edward T Clifford III,L,0.233739837,4.82,9745,1.469648562,23,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Donald J Trump,R,3.128699476,32.52,116522,20.02164502,185,Irwin Borough Ward 3,80.56,Katie McGinty,D,1.12804878,34.88,62981,7.092651757,111,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Darrell L Castle,C,0,0.3,557,0,0,Irwin Borough Ward 3,80.56,Pat Toomey,R,1.819105691,59.55,107532,11.43769968,179,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Jill Stein,GRN,0.033823778,NA,314,0.216450216,2,Irwin Borough Ward 3,80.56,Edward T Clifford III,L,0.233739837,4.82,9745,1.469648562,23,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Gary Johnson,L,0.202942669,2.38,4367,1.298701299,12,Irwin Borough Ward 3,80.56,Katie McGinty,D,1.12804878,34.88,62981,7.092651757,111,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Hillary Clinton,D,1.843395907,32.52,59669,11.7965368,109,Irwin Borough Ward 3,80.56,Pat Toomey,R,1.819105691,59.55,107532,11.43769968,179,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Donald J Trump,R,3.128699476,32.52,116522,20.02164502,185,Irwin Borough Ward 3,80.56,Edward T Clifford III,L,0.233739837,4.82,9745,1.469648562,23,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Darrell L Castle,C,0,0.3,557,0,0,Irwin Borough Ward 3,80.56,Katie McGinty,D,1.12804878,34.88,62981,7.092651757,111,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Jill Stein,GRN,0.033823778,NA,314,0.216450216,2,Irwin Borough Ward 3,80.56,Pat Toomey,R,1.819105691,59.55,107532,11.43769968,179,421291005
2016,396,Irwin Borough,Kim Ward,R,1.041085704,100,112790,6.666666667,280,Gary Johnson,L,0.202942669,2.38,4367,1.298701299,12,Irwin Borough Ward 3,80.56,Edward T Clifford III,L,0.233739837,4.82,9745,1.469648562,23,421291005
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Hillary Clinton,D,1.166920345,32.52,59669,11.44278607,69,Irwin Borough Ward 4,64.78,Katie McGinty,D,0.833333333,34.88,62981,8.15920398,82,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Donald J Trump,R,2.012514798,32.52,116522,19.73466003,119,Irwin Borough Ward 4,64.78,Pat Toomey,R,1.056910569,59.55,107532,10.34825871,104,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Darrell L Castle,C,0.016911889,0.3,557,0.165837479,1,Irwin Borough Ward 4,64.78,Edward T Clifford III,L,0.152439024,4.82,9745,1.492537313,15,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Jill Stein,GRN,0.118383223,NA,205,1.160862355,7,Irwin Borough Ward 4,64.78,Katie McGinty,D,0.833333333,34.88,62981,8.15920398,82,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Gary Johnson,L,0.084559445,2.38,4367,0.829187396,5,Irwin Borough Ward 4,64.78,Pat Toomey,R,1.056910569,59.55,107532,10.34825871,104,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Hillary Clinton,D,1.166920345,32.52,59669,11.44278607,69,Irwin Borough Ward 4,64.78,Edward T Clifford III,L,0.152439024,4.82,9745,1.492537313,15,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Donald J Trump,R,2.012514798,32.52,116522,19.73466003,119,Irwin Borough Ward 4,64.78,Katie McGinty,D,0.833333333,34.88,62981,8.15920398,82,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Darrell L Castle,C,0.016911889,0.3,557,0.165837479,1,Irwin Borough Ward 4,64.78,Pat Toomey,R,1.056910569,59.55,107532,10.34825871,104,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Jill Stein,GRN,0.118383223,NA,205,1.160862355,7,Irwin Borough Ward 4,64.78,Edward T Clifford III,L,0.152439024,4.82,9745,1.492537313,15,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Gary Johnson,L,0.084559445,2.38,4367,0.829187396,5,Irwin Borough Ward 4,64.78,Katie McGinty,D,0.833333333,34.88,62981,8.15920398,82,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Hillary Clinton,D,1.166920345,32.52,59669,11.44278607,69,Irwin Borough Ward 4,64.78,Pat Toomey,R,1.056910569,59.55,107532,10.34825871,104,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Donald J Trump,R,2.012514798,32.52,116522,19.73466003,119,Irwin Borough Ward 4,64.78,Edward T Clifford III,L,0.152439024,4.82,9745,1.492537313,15,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Darrell L Castle,C,0.016911889,0.3,557,0.165837479,1,Irwin Borough Ward 4,64.78,Katie McGinty,D,0.833333333,34.88,62981,8.15920398,82,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Jill Stein,GRN,0.118383223,NA,205,1.160862355,7,Irwin Borough Ward 4,64.78,Pat Toomey,R,1.056910569,59.55,107532,10.34825871,104,42129990
2016,318,Irwin Borough,Kim Ward,R,0.676705707,100,112790,6.666666667,182,Gary Johnson,L,0.084559445,2.38,4367,0.829187396,5,Irwin Borough Ward 4,64.78,Edward T Clifford III,L,0.152439024,4.82,9745,1.492537313,15,42129990
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Hillary Clinton,D,1.234567901,32.52,59669,11.2654321,73,Irwin Borough Ward 5,64.88,Katie McGinty,D,0.823170732,34.88,62981,7.605633803,81,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Donald J Trump,R,2.232369356,32.52,116522,20.37037037,132,Irwin Borough Ward 5,64.88,Pat Toomey,R,1.18902439,59.55,107532,10.98591549,117,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Darrell L Castle,C,0,0.3,557,0,0,Irwin Borough Ward 5,64.88,Edward T Clifford III,L,0.152439024,4.82,9745,1.408450704,15,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Jill Stein,GRN,0.033823778,NA,217,0.308641975,2,Irwin Borough Ward 5,64.88,Katie McGinty,D,0.823170732,34.88,62981,7.605633803,81,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Gary Johnson,L,0.152207002,2.38,4367,1.388888889,9,Irwin Borough Ward 5,64.88,Pat Toomey,R,1.18902439,59.55,107532,10.98591549,117,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Hillary Clinton,D,1.234567901,32.52,59669,11.2654321,73,Irwin Borough Ward 5,64.88,Edward T Clifford III,L,0.152439024,4.82,9745,1.408450704,15,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Donald J Trump,R,2.232369356,32.52,116522,20.37037037,132,Irwin Borough Ward 5,64.88,Katie McGinty,D,0.823170732,34.88,62981,7.605633803,81,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Darrell L Castle,C,0,0.3,557,0,0,Irwin Borough Ward 5,64.88,Pat Toomey,R,1.18902439,59.55,107532,10.98591549,117,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Jill Stein,GRN,0.033823778,NA,217,0.308641975,2,Irwin Borough Ward 5,64.88,Edward T Clifford III,L,0.152439024,4.82,9745,1.408450704,15,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Gary Johnson,L,0.152207002,2.38,4367,1.388888889,9,Irwin Borough Ward 5,64.88,Katie McGinty,D,0.823170732,34.88,62981,7.605633803,81,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Hillary Clinton,D,1.234567901,32.52,59669,11.2654321,73,Irwin Borough Ward 5,64.88,Pat Toomey,R,1.18902439,59.55,107532,10.98591549,117,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Donald J Trump,R,2.232369356,32.52,116522,20.37037037,132,Irwin Borough Ward 5,64.88,Edward T Clifford III,L,0.152439024,4.82,9745,1.408450704,15,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Darrell L Castle,C,0,0.3,557,0,0,Irwin Borough Ward 5,64.88,Katie McGinty,D,0.823170732,34.88,62981,7.605633803,81,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Jill Stein,GRN,0.033823778,NA,217,0.308641975,2,Irwin Borough Ward 5,64.88,Pat Toomey,R,1.18902439,59.55,107532,10.98591549,117,421291000
2016,336,Irwin Borough,Kim Ward,R,0.706451013,100,112790,6.666666667,190,Gary Johnson,L,0.152207002,2.38,4367,1.388888889,9,Irwin Borough Ward 5,64.88,Edward T Clifford III,L,0.152439024,4.82,9745,1.408450704,15,421291000
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Hillary Clinton,D,2.367664468,32.52,59669,12.78538813,140,Irwin Borough Ward 6,76.02,Katie McGinty,D,1.351626016,34.88,62981,7.287671233,133,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Donald J Trump,R,3.619144258,32.52,116522,19.543379,214,Irwin Borough Ward 6,76.02,Pat Toomey,R,2.225609756,59.55,107532,12,219,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Darrell L Castle,C,0.016911889,0.3,557,0.091324201,1,Irwin Borough Ward 6,76.02,Edward T Clifford III,L,0.132113821,4.82,9745,0.712328767,13,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Jill Stein,GRN,0,NA,370,0,0,Irwin Borough Ward 6,76.02,Katie McGinty,D,1.351626016,34.88,62981,7.287671233,133,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Gary Johnson,L,0.169118891,2.38,4367,0.913242009,10,Irwin Borough Ward 6,76.02,Pat Toomey,R,2.225609756,59.55,107532,12,219,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Hillary Clinton,D,2.367664468,32.52,59669,12.78538813,140,Irwin Borough Ward 6,76.02,Edward T Clifford III,L,0.132113821,4.82,9745,0.712328767,13,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Donald J Trump,R,3.619144258,32.52,116522,19.543379,214,Irwin Borough Ward 6,76.02,Katie McGinty,D,1.351626016,34.88,62981,7.287671233,133,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Darrell L Castle,C,0.016911889,0.3,557,0.091324201,1,Irwin Borough Ward 6,76.02,Pat Toomey,R,2.225609756,59.55,107532,12,219,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Jill Stein,GRN,0,NA,370,0,0,Irwin Borough Ward 6,76.02,Edward T Clifford III,L,0.132113821,4.82,9745,0.712328767,13,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Gary Johnson,L,0.169118891,2.38,4367,0.913242009,10,Irwin Borough Ward 6,76.02,Katie McGinty,D,1.351626016,34.88,62981,7.287671233,133,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Hillary Clinton,D,2.367664468,32.52,59669,12.78538813,140,Irwin Borough Ward 6,76.02,Pat Toomey,R,2.225609756,59.55,107532,12,219,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Donald J Trump,R,3.619144258,32.52,116522,19.543379,214,Irwin Borough Ward 6,76.02,Edward T Clifford III,L,0.132113821,4.82,9745,0.712328767,13,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Darrell L Castle,C,0.016911889,0.3,557,0.091324201,1,Irwin Borough Ward 6,76.02,Katie McGinty,D,1.351626016,34.88,62981,7.287671233,133,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Jill Stein,GRN,0,NA,370,0,0,Irwin Borough Ward 6,76.02,Pat Toomey,R,2.225609756,59.55,107532,12,219,421291015
2016,488,Irwin Borough,Kim Ward,R,1.264175497,100,112790,6.666666667,340,Gary Johnson,L,0.169118891,2.38,4367,0.913242009,10,Irwin Borough Ward 6,76.02,Edward T Clifford III,L,0.132113821,4.82,9745,0.712328767,13,421291015
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Hillary Clinton,D,2.638254693,32.52,59669,12.26415094,156,Irwin Borough Ward 7,84.87,Katie McGinty,D,1.56504065,34.88,62981,7.315914489,154,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Donald J Trump,R,4.363267377,32.52,116522,20.28301887,258,Irwin Borough Ward 7,84.87,Pat Toomey,R,2.530487805,59.55,107532,11.82897862,249,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Darrell L Castle,C,0.016911889,0.3,557,0.078616352,1,Irwin Borough Ward 7,84.87,Edward T Clifford III,L,0.182926829,4.82,9745,0.855106888,18,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Jill Stein,GRN,0,NA,428,0,0,Irwin Borough Ward 7,84.87,Katie McGinty,D,1.56504065,34.88,62981,7.315914489,154,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Gary Johnson,L,0.152207002,2.38,4367,0.70754717,9,Irwin Borough Ward 7,84.87,Pat Toomey,R,2.530487805,59.55,107532,11.82897862,249,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Hillary Clinton,D,2.638254693,32.52,59669,12.26415094,156,Irwin Borough Ward 7,84.87,Edward T Clifford III,L,0.182926829,4.82,9745,0.855106888,18,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Donald J Trump,R,4.363267377,32.52,116522,20.28301887,258,Irwin Borough Ward 7,84.87,Katie McGinty,D,1.56504065,34.88,62981,7.315914489,154,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Darrell L Castle,C,0.016911889,0.3,557,0.078616352,1,Irwin Borough Ward 7,84.87,Pat Toomey,R,2.530487805,59.55,107532,11.82897862,249,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Jill Stein,GRN,0,NA,428,0,0,Irwin Borough Ward 7,84.87,Edward T Clifford III,L,0.182926829,4.82,9745,0.855106888,18,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Gary Johnson,L,0.152207002,2.38,4367,0.70754717,9,Irwin Borough Ward 7,84.87,Katie McGinty,D,1.56504065,34.88,62981,7.315914489,154,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Hillary Clinton,D,2.638254693,32.52,59669,12.26415094,156,Irwin Borough Ward 7,84.87,Pat Toomey,R,2.530487805,59.55,107532,11.82897862,249,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Donald J Trump,R,4.363267377,32.52,116522,20.28301887,258,Irwin Borough Ward 7,84.87,Edward T Clifford III,L,0.182926829,4.82,9745,0.855106888,18,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Darrell L Castle,C,0.016911889,0.3,557,0.078616352,1,Irwin Borough Ward 7,84.87,Katie McGinty,D,1.56504065,34.88,62981,7.315914489,154,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Jill Stein,GRN,0,NA,428,0,0,Irwin Borough Ward 7,84.87,Pat Toomey,R,2.530487805,59.55,107532,11.82897862,249,421291010
2016,509,Irwin Borough,Kim Ward,R,1.401747537,100,112790,6.666666667,377,Gary Johnson,L,0.152207002,2.38,4367,0.70754717,9,Irwin Borough Ward 7,84.87,Edward T Clifford III,L,0.182926829,4.82,9745,0.855106888,18,421291010
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Hillary Clinton,D,0.74886799,32.52,59669,17.37373737,86,Jeannette Ward 1,47.55,Katie McGinty,D,0.4638763,34.88,62981,10.74074074,87,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Donald J Trump,R,0.644374782,32.52,116522,14.94949495,74,Jeannette Ward 1,47.55,Pat Toomey,R,0.330578512,59.55,107532,7.654320988,62,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Darrell L Castle,C,0.026123302,0.3,557,0.606060606,3,Jeannette Ward 1,47.55,Edward T Clifford III,L,0.069314849,4.82,9745,1.604938272,13,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Jill Stein,GRN,0,NA,165,0,0,Jeannette Ward 1,47.55,Katie McGinty,D,0.4638763,34.88,62981,10.74074074,87,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Gary Johnson,L,0.017415535,2.38,4367,0.404040404,2,Jeannette Ward 1,47.55,Pat Toomey,R,0.330578512,59.55,107532,7.654320988,62,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Hillary Clinton,D,0.74886799,32.52,59669,17.37373737,86,Jeannette Ward 1,47.55,Edward T Clifford III,L,0.069314849,4.82,9745,1.604938272,13,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Donald J Trump,R,0.644374782,32.52,116522,14.94949495,74,Jeannette Ward 1,47.55,Katie McGinty,D,0.4638763,34.88,62981,10.74074074,87,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Darrell L Castle,C,0.026123302,0.3,557,0.606060606,3,Jeannette Ward 1,47.55,Pat Toomey,R,0.330578512,59.55,107532,7.654320988,62,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Jill Stein,GRN,0,NA,165,0,0,Jeannette Ward 1,47.55,Edward T Clifford III,L,0.069314849,4.82,9745,1.604938272,13,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Gary Johnson,L,0.017415535,2.38,4367,0.404040404,2,Jeannette Ward 1,47.55,Katie McGinty,D,0.4638763,34.88,62981,10.74074074,87,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Hillary Clinton,D,0.74886799,32.52,59669,17.37373737,86,Jeannette Ward 1,47.55,Pat Toomey,R,0.330578512,59.55,107532,7.654320988,62,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Donald J Trump,R,0.644374782,32.52,116522,14.94949495,74,Jeannette Ward 1,47.55,Edward T Clifford III,L,0.069314849,4.82,9745,1.604938272,13,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Darrell L Castle,C,0.026123302,0.3,557,0.606060606,3,Jeannette Ward 1,47.55,Katie McGinty,D,0.4638763,34.88,62981,10.74074074,87,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Jill Stein,GRN,0,NA,165,0,0,Jeannette Ward 1,47.55,Pat Toomey,R,0.330578512,59.55,107532,7.654320988,62,421291030
2016,347,Jeannette,Kim Ward,R,0.292431193,100,112790,6.666666667,153,Gary Johnson,L,0.017415535,2.38,4367,0.404040404,2,Jeannette Ward 1,47.55,Edward T Clifford III,L,0.069314849,4.82,9745,1.604938272,13,421291030
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Hillary Clinton,D,0.792406827,32.52,59669,13.30409357,91,Jeannette Ward 2 Precinct 1,59.48,Katie McGinty,D,0.517195415,34.88,62981,8.818181818,97,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Donald J Trump,R,1.149425287,32.52,116522,19.29824561,132,Jeannette Ward 2 Precinct 1,59.48,Pat Toomey,R,0.565182618,59.55,107532,9.636363636,106,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Darrell L Castle,C,0,0.3,557,0,0,Jeannette Ward 2 Precinct 1,59.48,Edward T Clifford III,L,0.090642495,4.82,9745,1.545454545,17,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Jill Stein,GRN,0.026123302,NA,229,0.438596491,3,Jeannette Ward 2 Precinct 1,59.48,Katie McGinty,D,0.517195415,34.88,62981,8.818181818,97,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Gary Johnson,L,0.017415535,2.38,4367,0.292397661,2,Jeannette Ward 2 Precinct 1,59.48,Pat Toomey,R,0.565182618,59.55,107532,9.636363636,106,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Hillary Clinton,D,0.792406827,32.52,59669,13.30409357,91,Jeannette Ward 2 Precinct 1,59.48,Edward T Clifford III,L,0.090642495,4.82,9745,1.545454545,17,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Donald J Trump,R,1.149425287,32.52,116522,19.29824561,132,Jeannette Ward 2 Precinct 1,59.48,Katie McGinty,D,0.517195415,34.88,62981,8.818181818,97,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Darrell L Castle,C,0,0.3,557,0,0,Jeannette Ward 2 Precinct 1,59.48,Pat Toomey,R,0.565182618,59.55,107532,9.636363636,106,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Jill Stein,GRN,0.026123302,NA,229,0.438596491,3,Jeannette Ward 2 Precinct 1,59.48,Edward T Clifford III,L,0.090642495,4.82,9745,1.545454545,17,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Gary Johnson,L,0.017415535,2.38,4367,0.292397661,2,Jeannette Ward 2 Precinct 1,59.48,Katie McGinty,D,0.517195415,34.88,62981,8.818181818,97,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Hillary Clinton,D,0.792406827,32.52,59669,13.30409357,91,Jeannette Ward 2 Precinct 1,59.48,Pat Toomey,R,0.565182618,59.55,107532,9.636363636,106,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Donald J Trump,R,1.149425287,32.52,116522,19.29824561,132,Jeannette Ward 2 Precinct 1,59.48,Edward T Clifford III,L,0.090642495,4.82,9745,1.545454545,17,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Darrell L Castle,C,0,0.3,557,0,0,Jeannette Ward 2 Precinct 1,59.48,Katie McGinty,D,0.517195415,34.88,62981,8.818181818,97,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Jill Stein,GRN,0.026123302,NA,229,0.438596491,3,Jeannette Ward 2 Precinct 1,59.48,Pat Toomey,R,0.565182618,59.55,107532,9.636363636,106,421291040
2016,385,Jeannette,Kim Ward,R,0.386085627,100,112790,6.666666667,202,Gary Johnson,L,0.017415535,2.38,4367,0.292397661,2,Jeannette Ward 2 Precinct 1,59.48,Edward T Clifford III,L,0.090642495,4.82,9745,1.545454545,17,421291040
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Hillary Clinton,D,1.462904911,32.52,59669,13.96508728,168,Jeannette Ward 2 Precinct 2,67.73,Katie McGinty,D,0.933084511,34.88,62981,8.883248731,175,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Donald J Trump,R,1.828631139,32.52,116522,17.4563591,210,Jeannette Ward 2 Precinct 2,67.73,Pat Toomey,R,0.954412157,59.55,107532,9.086294416,179,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Darrell L Castle,C,0.017415535,0.3,557,0.166251039,2,Jeannette Ward 2 Precinct 2,67.73,Edward T Clifford III,L,0.21327646,4.82,9745,2.030456853,40,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Jill Stein,GRN,0.034831069,NA,403,0.332502078,4,Jeannette Ward 2 Precinct 2,67.73,Katie McGinty,D,0.933084511,34.88,62981,8.883248731,175,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Gary Johnson,L,0.148032045,2.38,4367,1.413133832,17,Jeannette Ward 2 Precinct 2,67.73,Pat Toomey,R,0.954412157,59.55,107532,9.086294416,179,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Hillary Clinton,D,1.462904911,32.52,59669,13.96508728,168,Jeannette Ward 2 Precinct 2,67.73,Edward T Clifford III,L,0.21327646,4.82,9745,2.030456853,40,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Donald J Trump,R,1.828631139,32.52,116522,17.4563591,210,Jeannette Ward 2 Precinct 2,67.73,Katie McGinty,D,0.933084511,34.88,62981,8.883248731,175,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Darrell L Castle,C,0.017415535,0.3,557,0.166251039,2,Jeannette Ward 2 Precinct 2,67.73,Pat Toomey,R,0.954412157,59.55,107532,9.086294416,179,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Jill Stein,GRN,0.034831069,NA,403,0.332502078,4,Jeannette Ward 2 Precinct 2,67.73,Edward T Clifford III,L,0.21327646,4.82,9745,2.030456853,40,421291050
2016,598,Jeannette,Kim Ward,R,0.707186544,100,112790,6.666666667,370,Gary Johnson,L,0.148032045,2.38,4367,1.413133832,17,Jeannette Ward 2 Precinct 2,67.73,Katie McGinty,D,0.933084511,34.88,62981,8.883248731,175,421291050
